full_text,label
Range of weights was  1   49  to  4   81   My broadcast uses  1   49  with factorofsafety  equals to   4   55 ,Monitoring_objective_values
If it s important  increasing  flywheelthickness  increases mass but decreases factorofsafety,Effects_of_design_parameters_on_objectives
think i optimized my chest part with their mass 7 equals to 32 52 and factorofsafety is equals equal to 2 01,Monitoring_objective_values
Same goes for you  Is your factorofsafety above  1   5  ? ,Monitoring_objective_values
It increases mass by  0   03  and increases factorofsafety to  5625   56 ,Effects_of_design_parameters_on_objectives
what was the flywheel thickness used ? ,Exploration_of_design_parameter_values
 2   01   sorry,Monitoring_objective_values
conrod length to crank length for ration r 5 equals 5 to 3,Selected_design_parameter_values_for_objective(s)
9 2 01 sorry,Monitoring_objective_values
Do you have a value for the bore diameter ? ,Exploration_of_design_parameter_values
is she your mass and the factorofsafety,Monitoring_objective_values
for flywheelthickness  equals to   10    flywheeldiameter  equals to   15  ;  mass  equals to   0   52  and factorofsafety  equals to   1215   12 ,Selected_design_parameter_values_for_objective(s)
i haven don t changed on anything like my type factorofsafety is 3 and 96 and mass is 30 51 so crankshaft is heavy for in any situation,Monitoring_objective_values
based on mean bearingoffset of equals to 60?,Effects_of_design_parameters_on_objectives
Right now I have a total mass of  1   49  and factorofsafety of  4   55  which appears to be good via rubric,Monitoring_objective_values
they re going to leave it safe  sinc eit doesn taffect weight much,Effects_of_design_parameters_on_objectives
what s your mass greater than ,Monitoring_objective_values
do you not have just a value for the bore pin diameter?,Exploration_of_design_parameter_values
Lower pistonborediameter  lowers my mass and factorofsafety,Effects_of_design_parameters_on_objectives
ok  seems like not a huge difference,Effects_of_design_parameters_on_objectives
so the lower pistonborediameter that is today the better it is now for my me,Effects_of_design_parameters_on_objectives
therefore the total mass was also 0 24 with the diameter at 70 rpm but with the diameter at level 45 it all was 0 17,Selected_design_parameter_values_for_objective(s)
ah i was menat 1 47,Monitoring_objective_values
I don t change that  I only change bearingoffset and pistonborediameter _ bearingoffset,Exploration_of_design_parameter_values
the mass was  0   24  with the diameter at  70   but with the diameter at  45  it was  0   17 ,Selected_design_parameter_values_for_objective(s)
what are your current values ?  Parameters you chose,Monitoring_objective_values
my mass is increasingly lowered and thus my risk factorofsafety is just way above 2,Monitoring_objective_values
clearly what mechanism was the flywheel thickness used?,Exploration_of_design_parameter_values
I dropped my mass by  0   02 ,Monitoring_objective_values
our mass seems to be going up  are you using the original values ? ,Monitoring_objective_values
i certainly have not,Effects_of_design_parameters_on_objectives
How much does your mass range by,Monitoring_objective_values
how does it even help you if i reduce that value at once all?,Effects_of_design_parameters_on_objectives
cool so i havent changed anything from another excellent,Monitoring_objective_values
I was looking at what factor of safety  weight range is excellent and trying to get the lowest mass with a factor of safety around  2 ,Tradeoff_between_objectives
i will have calculated mass 0 equals to 0 12 and factorofsafety equals equivalent to c 3 16 44 for pistonborediameter equals to 8 40,Selected_design_parameter_values_for_objective(s)
anybody who s made factorofsafety changed?,Monitoring_objective_values
i chose the smallest values to just give our smallest weight on since my end,Monitoring_objective_values
right near now it says we have an particularly excellent design,Monitoring_objective_values
obviously the mass went up a lot,Monitoring_objective_values
because if you increase to your pistonborediameter what does that somehow do justice to mass?,Effects_of_design_parameters_on_objectives
or do you need me help to adjust up anything to make yours work?,Exploration_of_design_parameter_values
did that you change half the tire diameter because mine says 80 but at just 105 it was excellent,Dependencies_between_design_parameters
Ok  and we want to increase factorofsafety and decrease mass,Tradeoff_between_objectives
Think I optimized my part with mass  equals to    52  and factorofsafety  equals to   2   01 ,Monitoring_objective_values
6 r w 2 equals 10 to 0 5 r 3 equals 0 to 0 2 l and at pistonborediameter equals 2 to 40 this gives in mass 2 equals to 0 12 r and factorofsafety rate equals to 3 44,Selected_design_parameter_values_for_objective(s)
I decreased flywheeldiameter to  15  mm to conserve some mass  as my factorofsafety values are all greater than  300 ,Tradeoff_between_objectives
individually  2   47 ,Monitoring_objective_values
is there anyway you could lower the weight and factorofsafety to just above  2 ,Tradeoff_between_objectives
ok so and we want them to increase factorofsafety and therefore decrease sperm mass,Tradeoff_between_objectives
and right now however i have a total mass ratio of 1 49 and factorofsafety angle of 4 x 55 which is appears to still be good approximation via rubric,Monitoring_objective_values
factorofsafety ? ,Monitoring_objective_values
so does increasing only the flywheel thickness increase or substantially decrease bearingoffset?,Dependencies_between_design_parameters
our core mass seems to be going up what are suppose you using the original peak values?,Monitoring_objective_values
my mass range is roughly 30 g lbs extra but the crankshaft mass is nearly always high i can set it over 50 g by myslef,Effects_of_design_parameters_on_objectives
Right now our factor of safety is chilling around  2   5 ,Monitoring_objective_values
because yeah but 45 should be perfectly fine if you dont want people to let go lower,Exploration_of_design_parameter_values
is your mass high ? ,Monitoring_objective_values
crankshaft is like  30 ,Selected_design_parameter_values_for_objective(s)
does changing any other s parameters help bring your mass down ? ,Effects_of_design_parameters_on_objectives
your mass is  25   98  ? ,Monitoring_objective_values
i can increase by  1  pound and factorofsafety also goes up by  1  which is a lot  can anyone lose a lot of mass with a small decrease in factorofsafety ? ,Tradeoff_between_objectives
Isn t the system factorofsafety only dependent on the lowest value out of all the subsystems ? ,Effects_of_design_parameters_on_objectives
We are toeing the  3  kg limit though  I mass probably just going to keep flywheeldiameter  equals to   15 ,Effects_of_design_parameters_on_objectives
alright so what factorofsafety s why are you getting towards my priority lowest the factorofsafety situation that is still 323,Selected_design_parameter_values_for_objective(s)
any factorofsafety higher than  2  gets us nothing more  we need to drop mass,Tradeoff_between_objectives
whats it to at war with 45?,Exploration_of_design_parameter_values
for illustration flywheelthickness equals x to 10 flywheeldiameter weight equals proportional to 25 ; mechanical mass equals to 0 55 249 and factorofsafety equals proportional to 0 5625 × 56,Selected_design_parameter_values_for_objective(s)
cool as can you get with your mass any lower?,Monitoring_objective_values
most recent factorofsafety is  3   01 ,Monitoring_objective_values
what s your factorofsafety ? ,Monitoring_objective_values
no because it went down to fair  the mass went up a lot,Effects_of_design_parameters_on_objectives
I decreased my weight parameter a bit,Effects_of_design_parameters_on_objectives
that only depends on what the initial thickness of the piston size is for me if so i keep raising it about the same and decrease it so the mass goes halfway down but so does the factor thus of safety i mass trying to get it at around 2 w lowest mass,Effects_of_design_parameters_on_objectives
and right now i likely have received a total mass loss of 1 ≤ 49 and factorofsafety of 4 × 55 which appears now to still be good via rubric,Monitoring_objective_values
im at best a factorofsafety of probably just over 2 so so i think i mass good together unless perhaps we do need to cut slightly more mass,Tradeoff_between_objectives
is there a bore diameter you we are set on? ¿ or are you you still simply experimenting?,Exploration_of_design_parameter_values
i can increase weight by of 1 1 pound now and factorofsafety also goes speeding up again by by 1 which is a sad lot can anyone lose a lot of mass with a small overall decrease rate in factorofsafety?,Tradeoff_between_objectives
I mass leaving it as  45  at least for now,Selected_design_parameter_values_for_objective(s)
can increase diameter is we need higher factorofsafety,Effects_of_design_parameters_on_objectives
also crankshaft is like 30,Selected_design_parameter_values_for_objective(s)
thickness of the i - 8 section equals to 3,Selected_design_parameter_values_for_objective(s)
and think i optimized on my body part with equal mass 3 equals to 52 and factorofsafety equals to 2 x 01,Monitoring_objective_values
Right now I have a total mass of  1   49  and factorofsafety of  4   55  which appears to be good via rubric,Monitoring_objective_values
is there a bore diameter you are set on ?  or are you still experimenting ? ,Exploration_of_design_parameter_values
i have mine with the factorofsafety closest to  2  and lowest mass i can get,Selected_design_parameter_values_for_objective(s)
we re only trying to keep factorofsafety over  2  right ? ,Monitoring_objective_values
1 hi flywheel shaft my crankshaft design depends on your flywheel shaft diameter pistonborediameter _ size s volume and thickness dimensions of flywheel is t _ s f i don t yet know how but hopefully it still will probably help that you know,Dependencies_between_design_parameters
2 flywheelthickness ratio equals equals to 10 flywheeldiameter equals equivalent to 25,Selected_design_parameter_values_for_objective(s)
thats as low as I have gotten it,Monitoring_objective_values
when i changed my mass to a lower the value and updated that it and it says the other mass went somewhere up,Effects_of_design_parameters_on_objectives
i so can probably drop some mass out of my part center but i can also take only that out because of other parts,Exploration_of_design_parameter_values
Our design changed to good  Do you know what changed ? ,Monitoring_objective_values
Just updated for pistonborediameter  equals to   40   Im getting factorofsafety of  3   44 ,Selected_design_parameter_values_for_objective(s)
but if it ′ s but important increasing flywheelthickness increases mass flow but decreases power factorofsafety,Effects_of_design_parameters_on_objectives
Can you cut any more mass out and get closer to factorofsafety  equals to   2 ,Tradeoff_between_objectives
i could now have minimum fitness factorofsafety but i further significantly decreased my muscle mass,Tradeoff_between_objectives
 45  seems decent  lower if we need to reduce mass,Effects_of_design_parameters_on_objectives
so our body design changed to good do you know what this changed?,Monitoring_objective_values
Thats my max,Effects_of_design_parameters_on_objectives
rn for i only 2 see our only global factorofsafety as 0 57 k and mass output as 2 d 16?,Monitoring_objective_values
if someone just broadcasted this somethhing is different and raised our mass to 3 at 25,Monitoring_objective_values
that depends on what the thickness of the piston is for me  if I keep it the same and decrease it the mass goes down but so does the factor of safety  I mass trying to get it around  2  w  lowest mass,Effects_of_design_parameters_on_objectives
It is at a  75  though,Dependencies_between_design_parameters
Can you put yours back to before when it was excellent ?  I think theres some dependency that makes it go bad,Effects_of_design_parameters_on_objectives
My design depends on the piston diameter  what happens if you decrease it ? ,Dependencies_between_design_parameters
currently it is at a 75 though,Dependencies_between_design_parameters
cool  I havent changed anything from excellent,Monitoring_objective_values
mine is mass of  6   33  and factorofsafety of  2   23 ,Monitoring_objective_values
i don t know  but mine is best at  105 ,Selected_design_parameter_values_for_objective(s)
My mass is   30  lbs  but the crankshaft mass is always high  I can set it over  50  by myslef ,Effects_of_design_parameters_on_objectives
when your mass is 25 98?,Monitoring_objective_values
Does increasing the flywheel thickness increase or decrease  bearingoffset  ? ,Dependencies_between_design_parameters
Try and minimize your mass but keep factorofsafety above  2 ,Tradeoff_between_objectives
fuck yeah the actual overall mass went up so i mass about to raise back my mass and eventually drop over the top factorofsafety was one of how the three other designers asked me to,Tradeoff_between_objectives
I am trying but it lowers my factorofsafety as well  I ll see if I can do anything furhter,Tradeoff_between_objectives
what does changing that button do?,Exploration_of_design_parameter_values
i sure haven t particularly changed my email upload ever since i got started my factorofsafety is 10 3 96 right now,Monitoring_objective_values
it doesnt affect her my mass itself because i mass the pretty pin designer,Effects_of_design_parameters_on_objectives
well oops sorry it should s at 80,Selected_design_parameter_values_for_objective(s)
I mass currentlt at factorofsafety of  2   07   so I  not the low,Monitoring_objective_values
min of  40 ,Selected_design_parameter_values_for_objective(s)
r ive maxed a factorofsafety and my mass is at most 0 0 12,Tradeoff_between_objectives
I can probably drop some mass out of my part  but can also take that out of other parts,Exploration_of_design_parameter_values
I am trying my hardest  what would your factorofsafety be with that change ?  We only want it to be above  2 ,Monitoring_objective_values
increasing from the offset increases the body mass capacity and decreases the factor of safety,Effects_of_design_parameters_on_objectives
i re - even simulated with the others the updated absolute values and therefore got a slightly different lower mass and weight factorofsafety of 3,Effects_of_design_parameters_on_objectives
just being updated my broadcast mass of the mine is s 1 49,Monitoring_objective_values
i mass not the only one that is changing,Monitoring_objective_values
Right now I have a total mass of  1   49  and factorofsafety of  4   55  which appears to be good via rubric,Monitoring_objective_values
mine is optimized with mass  equals to   0   12  and factorofsafety  equals to   3   44  when you have pistonborediameter  equals to   40 ,Effects_of_design_parameters_on_objectives
7 96 has also been the best achieved thus time far,Monitoring_objective_values
i would think maybe you have the then biggest weight contribution so if you really can optimize a bit then we two should be close,Monitoring_objective_values
that that is what my document specifies today i will keep bearingoffset low all unless anything the piston needs believe it right to be higher,Dependencies_between_design_parameters
40 this works for me,Exploration_of_design_parameter_values
my mass varies between 0 - 5 0 12 so let me what know... if you if need teach me to adjust anything,Exploration_of_design_parameter_values
Basically  if we can each keep our part factor of safety above  2  while minimizing mass  we ll be golden ,Tradeoff_between_objectives
okay we re still above a factor of safety of  2  thought so don t worry about it,Monitoring_objective_values
guess whats your favourite factorofsafety,Monitoring_objective_values
we have excellent quality productions right now,Monitoring_objective_values
based completely on my simulations it therefore seems like sometimes a smaller value than of bearingoffset data will result in an equivalent overall significantly higher factorofsafety do you still agree?,Effects_of_design_parameters_on_objectives
thus it depends heavily on piston diameter,Effects_of_design_parameters_on_objectives
does the changing any other s phase parameters possible help bring your mass down?,Effects_of_design_parameters_on_objectives
Yes  but I mass iterating to determine dependence on other parameters rn,Effects_of_design_parameters_on_objectives
That is what my document specifies  I will keep bearingoffset low unless the piston needs it to be higher,Dependencies_between_design_parameters
what are the your current values?,Monitoring_objective_values
i deliberately decreased flywheeldiameter to 15 mm to conserve some molecular mass as my heat factorofsafety factor values used are often all greater than above 300,Tradeoff_between_objectives
Yeah but  45  should be fine if you dont want to go lower,Exploration_of_design_parameter_values
is the factorofsafety highest and mass lowest when the offset is  150  ? ,Effects_of_design_parameters_on_objectives
r 2   equals to   0   5   r 3   equals to   0   2   and at pistonborediameter  equals to   40  this gives mass  equals to   0   12  and factorofsafety  equals to   3   44 ,Selected_design_parameter_values_for_objective(s)
My flywheel also depends on your crankshaft bearing offset  bearingoffset ,Dependencies_between_design_parameters
its lower pistonborediameter lowers on my muscle mass and protein factorofsafety,Effects_of_design_parameters_on_objectives
range of weights was 1 2 49 to 4 81 my main broadcast set uses 1 0 49 with factorofsafety which equals 10 to 1 4 55,Monitoring_objective_values
Think I optimized my part with mass  equals to    52  and factorofsafety  equals to   2   01 ,Monitoring_objective_values
mine is the mass of type 6 33 and factorofsafety of size 2 in 23,Monitoring_objective_values
except what now seems to really be under the third ideal piston bore diameter on your shallow end? could you explain us how it both affects mass and factorofsafety?,Effects_of_design_parameters_on_objectives
flywheelthickness equals 5 to 10 ⅓ mm ; upper flywheeldiameter equals to length 25 ½ mm ;,Exploration_of_design_parameter_values
mass v 1 49 25 factorofsafety m 2 47,Monitoring_objective_values
i broadcasted a change to then lower my mass factorofsafety as is actually still above 2 × 0 i briefly saw about that after delivering this message so sorry about my not telling you it before,Selected_design_parameter_values_for_objective(s)
we are toeing the 3 kg limit together though i mass probably more just for going to keep flywheeldiameter speed equals close to section 15,Effects_of_design_parameters_on_objectives
just one updated software to eliminate flywheelthickness equals to be 10 to flywheeldiameter equals to 15 and also shaved out 03 kg at limited cost,Effects_of_design_parameters_on_objectives
have it you been little changing in your broadcasted values since we were introduced at excellent?,Monitoring_objective_values
Whats the effect of pistonborediameter on your results ? ,Effects_of_design_parameters_on_objectives
but what all affects on the piston diameter? keeping the diameter slightly smaller improves both higher the pin s mass capacity and noise factor depending of safety what important factors drive up the diameter?,Dependencies_between_design_parameters
Was there a particular reason why you asked about maxing out flywheeldiameter ? ,Exploration_of_design_parameter_values
hey... how does the value effect of using my crank pin diameter affect your overall design?,Exploration_of_design_parameter_values
while i mass leaving holding it as the 45 at least for now,Selected_design_parameter_values_for_objective(s)
I still see that our system s factorofsafety is   68  ?  odd,Monitoring_objective_values
unsure what relationship problems for increasing flywheeldiameter? next thoughts?,Exploration_of_design_parameter_values
Let me know if I can adjust my variables to better suite your requirements,Dependencies_between_design_parameters
ok  do what you can,Monitoring_objective_values
do what you change the crank piston diameter at all,Exploration_of_design_parameter_values
i lowered what my mass to by about 5 lbs,Monitoring_objective_values
take any way you can decrease mass,Tradeoff_between_objectives
It increases pretty fast,Effects_of_design_parameters_on_objectives
i guess what i mass saying is about if you yourself can marginally significantly increase human mass thanks to increasing factorofsafety much more noticeably more that might actually be a better compromise,Tradeoff_between_objectives
oops sorry it s at  80 ,Selected_design_parameter_values_for_objective(s)
my personal factorofsafety is  4   55  and my personal parameter selection minimizes mass,Selected_design_parameter_values_for_objective(s)
alright... factorofsafety also increases with increasing df so rn if i have it probably minimized but what can increase if needed,Effects_of_design_parameters_on_objectives
Increasing the offset increases the mass and decreases the factor of safety ,Effects_of_design_parameters_on_objectives
Any way you can decrease mass,Tradeoff_between_objectives
thats as the low as ever i have gotten it,Monitoring_objective_values
and same goes for mind you is your conversion factorofsafety just above 1 5?,Monitoring_objective_values
whats your factorofsafety,Monitoring_objective_values
flywheelthickness  equals to   10   flywheeldiameter  equals to   25 ,Selected_design_parameter_values_for_objective(s)
Ive maxed factorofsafety and my mass is at  0   12 ,Tradeoff_between_objectives
what mass point are you at?,Monitoring_objective_values
right on now today i may have obtained a total mass index of 1 · 49 and factorofsafety of 4 55 s which appears to be being good via rubric,Monitoring_objective_values
Is  45  mm bore diameter working better for you ?  I was getting better results at  40 ,Exploration_of_design_parameter_values
hey i too am the chief conrod i just was curious as to what measure you originally thought a truly good piston diameter would be?,Exploration_of_design_parameter_values
 1   38 ,Monitoring_objective_values
So the lower pistonborediameter is the better it is for me,Effects_of_design_parameters_on_objectives
how low can pitch you go off on the piston bore by diameter?,Exploration_of_design_parameter_values
Hey I am the conrod I was curious as to what you thought a good piston diameter would be ? ,Exploration_of_design_parameter_values
leave yours as is for now  piston is biggest factor rn,Monitoring_objective_values
flywheel changed a value and I lost  5  lbs ,Effects_of_design_parameters_on_objectives
 45  seems decent,Selected_design_parameter_values_for_objective(s)
How does the piston bore diameter affect the overall design parameters ? ,Effects_of_design_parameters_on_objectives
they a re still going about to leave and it safe sinc eit doesn taffect weight a much,Effects_of_design_parameters_on_objectives
Who has the factorofsafety of   57  ?  we need to work on increasing that,Monitoring_objective_values
Ok  My factorofsafety values range from  1  to  8 ,Monitoring_objective_values
just updated my broadcast  Mass of mine is  1   49 ,Monitoring_objective_values
thickness of I-section  equals to   3 ,Selected_design_parameter_values_for_objective(s)
I guess what I mass saying is if you can marginally increase mass to increasing factorofsafety more noticeably  that might be a better compromise,Tradeoff_between_objectives
and that s a double pretty high on mass any chamce you boy can bring tie it down and the keep factorofsafety it just over 2?,Tradeoff_between_objectives
I mass currently at  40  mm diameter  which is giving me better results than the  45  mm,Exploration_of_design_parameter_values
so my personal factorofsafety is 4 55 1 and my own personal parameter of selection minimizes our mass,Selected_design_parameter_values_for_objective(s)
Based on my simulations  it seems like a smaller value of  bearingoffset  will result in an overall higher factorofsafety  do you agree ? ,Effects_of_design_parameters_on_objectives
But if i increase the thickness i could make it a lot higher,Effects_of_design_parameters_on_objectives
however was there a particular reason to why once you asked about him maxing the out flywheeldiameter?,Exploration_of_design_parameter_values
i don t exactly think creating that one was all my intention doing i have been seen broadcasting factorofsafety values around 8,Monitoring_objective_values
i mass not the only sad one that is really changing,Monitoring_objective_values
section 45 seems decent,Selected_design_parameter_values_for_objective(s)
remember how appreciable that is the significant change in his mass if if you prioritize one factorofsafety?,Tradeoff_between_objectives
In that case it would be more valuable to keep the lower flywheeldiameter value to conserve mass,Effects_of_design_parameters_on_objectives
Think I optimized my part with mass  equals to    52  and factorofsafety  equals to   2   01 ,Tradeoff_between_objectives
some just reduced thickness to help reduce mass increased internal factorofsafety a little bit,Effects_of_design_parameters_on_objectives
did you change the diameter because mine says  80   but at  105  it was excellent,Dependencies_between_design_parameters
can you not put yours back down to use before when it was somewhat excellent? i think theres some underlying dependency that makes it go down bad,Effects_of_design_parameters_on_objectives
i think... we must have excellent quality right now,Monitoring_objective_values
now i have decreased my weight parameter a bit,Effects_of_design_parameters_on_objectives
it affects the design variable bearingoffset which the length of radius the the bearing ball support cannot offset,Exploration_of_design_parameter_values
what is your diameter at currently ? ,Selected_design_parameter_values_for_objective(s)
just updated my broadcast  Mass of mine is  1   49 ,Monitoring_objective_values
just updated my broadcast mass rating of a mine is 1 h 49,Monitoring_objective_values
what value works that best if for your simulation?,Exploration_of_design_parameter_values
but yeah the entire overall internal mass went up so fast i mass about to go raise my mass quickly and simply drop the factorofsafety one of the various other designers asked me about to,Tradeoff_between_objectives
or any risk factorofsafety was higher than 1 2 gets us nothing until more we need to drop mass,Tradeoff_between_objectives
do you change the piston diameter at all,Exploration_of_design_parameter_values
Its at  2   83  rn for me,Monitoring_objective_values
Basically  if we can each keep our part factor of safety above  2  while minimizing mass  we ll be golden ,Tradeoff_between_objectives
who s factorofsafety changed,Monitoring_objective_values
How appreciable is the change in mass if you prioritize factorofsafety ? ,Tradeoff_between_objectives
we are at excellent agian,Monitoring_objective_values
who has found the factorofsafety as of code 57? we sure need to work together on increasing that,Monitoring_objective_values
but i therefore don t change that i only do change bearingoffset that and a pistonborediameter _ for bearingoffset,Exploration_of_design_parameter_values
all my factorofsafety values are in the hundreds  i suspect it depends a lot on bearingoffset,Effects_of_design_parameters_on_objectives
well hello professor have i you determined what you would like the standard piston bore or diameter pistonborediameter to now be?,Exploration_of_design_parameter_values
who s factorofsafety changed ? ,Monitoring_objective_values
alright  what factorofsafety  s are you getting  my lowest factorofsafety situation is still  323 ,Selected_design_parameter_values_for_objective(s)
if i successfully reduce even my mass by 03 then it reduces its factorofsafety by nearly 25 to 1 76,Tradeoff_between_objectives
9 ok my factorofsafety values range up from 1 kb to 8,Monitoring_objective_values
what can you see if all you increase from your bore of diamater to 41 levels or 42 as if it improves anything?,Effects_of_design_parameters_on_objectives
you let me know now if i can adjust my variables accordingly to better mentally suite your requirements,Dependencies_between_design_parameters
I just lowered it to  25   23   That is low for the crankshaft,Selected_design_parameter_values_for_objective(s)
thickness is flywheelthickness  equals to   10 ,Exploration_of_design_parameter_values
i have both found my values fully and optimized,Tradeoff_between_objectives
conrod length to crank length ration  r   equals to   3 ,Selected_design_parameter_values_for_objective(s)
i didn t change it from when it said excellent for me,Monitoring_objective_values
mass  equals to    52   factorofsafety  equals to   2   02 ,Monitoring_objective_values
Whats it at with  45  ? ,Exploration_of_design_parameter_values
mass  1   49   factorofsafety  2   47 ,Monitoring_objective_values
If I reduce my mass by   03   it reduces factorofsafety by   25  to  1   76 ,Tradeoff_between_objectives
we re only trying desperately to keep factorofsafety alive over this 2 months right?,Monitoring_objective_values
someone who s the factorofsafety changed,Monitoring_objective_values
ok do what that you can,Monitoring_objective_values
Hello piston  based on my information  it seems like it would be best to minimize flywheel thickness  flywheelthickness  and maximize flywheel shaft diameter  flywheeldiameter  Does this work with your design requirements ? ,Dependencies_between_design_parameters
don t know if we can stop or if we have to go the full  45  minutes,Dependencies_between_design_parameters
I can get mine up to  3   44  max where pistonborediameter  equals to   40 ,Dependencies_between_design_parameters
it keeps changing for me  but none of the Key Design variables change,Effects_of_design_parameters_on_objectives
how much weight can you trim  generally ,Effects_of_design_parameters_on_objectives
i only depend on the piston,Dependencies_between_design_parameters
sadly no i am at the lowest limit for the piston diamter  connecting rod thickness  and connecting rod length ratio,Dependencies_between_design_parameters
pistonborediameter is min at  40  I think,Dependencies_between_design_parameters
And i have the connection rod length ratio at the minimum,Dependencies_between_design_parameters
Minimizing bore diameter helps my stuff too,Dependencies_between_design_parameters
  52   it s minimized,Selected_design_parameter_values_for_objective(s)
we can optimize bearingoffset and flywheelthickness looks like,Dependencies_between_design_parameters
yeah they changed it back they doubled the diameter of the flywheel,Exploration_of_design_parameter_values
like a higher bearingoffset,Dependencies_between_design_parameters
