and i don't totally think it has any effect,Effects_of_design_parameters_on_objectives
some just reduced thickness to help reduce mass increased internal factorofsafety a little bit,Effects_of_design_parameters_on_objectives
i so can probably drop some mass out of my part center but i can also take only that out because of other parts,Exploration_of_design_parameter_values
therefore the total mass was also 0 24 with the diameter at 70 rpm but with the diameter at level 45 it all was 0 17,Selected_design_parameter_values_for_objective(s)
i think... we must have excellent quality right now,Monitoring_objective_values
while ok seems like like not a huge difference,Effects_of_design_parameters_on_objectives
we have excellent quality productions right now,Monitoring_objective_values
most rn nurses were under mass so even if you need to rest you could increase it a bit,Monitoring_objective_values
as right now our factor of safety net is chilling in around 2 5,Monitoring_objective_values
so the lower pistonborediameter that is today the better it is now for my me,Effects_of_design_parameters_on_objectives
clearly what mechanism was the flywheel thickness used?,Exploration_of_design_parameter_values
it doesnt affect her my mass itself because i mass the pretty pin designer,Effects_of_design_parameters_on_objectives
but if i increase the thickness there i could could make it feel a lot higher,Effects_of_design_parameters_on_objectives
this thickness is to flywheelthickness number equals to 10,Exploration_of_design_parameter_values
increasing from the offset increases the body mass capacity and decreases the factor of safety,Effects_of_design_parameters_on_objectives
whats they the effect exactly of pistonborediameter on improving your laboratory results?,Effects_of_design_parameters_on_objectives
we re only trying desperately to keep factorofsafety alive over this 2 months right?,Monitoring_objective_values
can increase needle diameter is we need no higher sensitivity factorofsafety,Effects_of_design_parameters_on_objectives
i was looking more at a what factor of low safety weight with range i is excellent and trying to get the lowest body mass with a factor ratio of safety around 2,Tradeoff_between_objectives
its lower pistonborediameter lowers on my muscle mass and protein factorofsafety,Effects_of_design_parameters_on_objectives
my mass varies between 0 - 5 0 12 so let me what know... if you if need teach me to adjust anything,Exploration_of_design_parameter_values
my mass standard varies between 0 - 6 0 · 12 so let me know if anything you need me to adjust like anything,Monitoring_objective_values
im at best a factorofsafety of probably just over 2 so so i think i mass good together unless perhaps we do need to cut slightly more mass,Tradeoff_between_objectives
is there a bore diameter you we are set on? ¿ or are you you still simply experimenting?,Exploration_of_design_parameter_values
ok so and we want them to increase factorofsafety and therefore decrease sperm mass,Tradeoff_between_objectives
right on now today i may have obtained a total mass index of 1 · 49 and factorofsafety of 4 55 s which appears to be being good via rubric,Monitoring_objective_values
and right now however i have a total mass ratio of 1 49 and factorofsafety angle of 4 x 55 which is appears to still be good approximation via rubric,Monitoring_objective_values
i sure haven t particularly changed my email upload ever since i got started my factorofsafety is 10 3 96 right now,Monitoring_objective_values
i observe mass currentlt at factorofsafety values of 2 to 07 so may i not know the low,Monitoring_objective_values
and right now i likely have received a total mass loss of 1 ≤ 49 and factorofsafety of 4 × 55 which appears now to still be good via rubric,Monitoring_objective_values
so our body design changed to good do you know what this changed?,Monitoring_objective_values
who exactly has the factorofsafety of 57? we just need it to work on number increasing now that,Monitoring_objective_values
who has found the factorofsafety as of code 57? we sure need to work together on increasing that,Monitoring_objective_values
obviously the mass went up a lot,Monitoring_objective_values
no because how it probably went down to fair the mass went up a long lot,Effects_of_design_parameters_on_objectives
or have you changed the system again at the all? our quality has dropped,Effects_of_design_parameters_on_objectives
i certainly have not,Effects_of_design_parameters_on_objectives
and that s a double pretty high on mass any chamce you boy can bring tie it down and the keep factorofsafety it just over 2?,Tradeoff_between_objectives
all mine still stand says me excellent but i have not changed anythign,Monitoring_objective_values
mine is at 1 59 and for my very most notable recent broadcast,Monitoring_objective_values
i haven don t changed on anything like my type factorofsafety is 3 and 96 and mass is 30 51 so crankshaft is heavy for in any situation,Monitoring_objective_values
i don t know the lowest possible factorofsafety taken on all my screen is probably 0... 57,Monitoring_objective_values
when i changed my mass to a lower the value and updated that it and it says the other mass went somewhere up,Effects_of_design_parameters_on_objectives
can did you send me your current battery values?,Selected_design_parameter_values_for_objective(s)
interestingly piston - pin is also the almost only major factorofsafety under 2 but otherwise the almost whole factorofsafety structure is still considered quite significantly low,Monitoring_objective_values
remember what s in your mass and this factorofsafety,Monitoring_objective_values
is she your mass and the factorofsafety,Monitoring_objective_values
ah i was menat 1 47,Monitoring_objective_values
mass v 1 49 25 factorofsafety m 2 47,Monitoring_objective_values
flywheelthickness equals 5 to 10 ⅓ mm ; upper flywheeldiameter equals to length 25 ½ mm ;,Exploration_of_design_parameter_values
thickness of the i - 8 section equals to 3,Selected_design_parameter_values_for_objective(s)
i still cannot see that our system ′ s factorofsafety unit is about 68? odd,Monitoring_objective_values
unsure what relationship problems for increasing flywheeldiameter? next thoughts?,Exploration_of_design_parameter_values
do just have updated ratings for pistonborediameter that equals to 40 im getting factorofsafety intensity of 2 3 44,Selected_design_parameter_values_for_objective(s)
conrod length to crank length for ration r 5 equals 5 to 3,Selected_design_parameter_values_for_objective(s)
i will have calculated mass 0 equals to 0 12 and factorofsafety equals equivalent to c 3 16 44 for pistonborediameter equals to 8 40,Selected_design_parameter_values_for_objective(s)
can you not put yours back down to use before when it was somewhat excellent? i think theres some underlying dependency that makes it go down bad,Effects_of_design_parameters_on_objectives
now thats my max,Effects_of_design_parameters_on_objectives
increasing any flywheeldiameter diameter will increase total mass limit and factorofsafety,Effects_of_design_parameters_on_objectives
our core mass seems to be going up what are suppose you using the original peak values?,Monitoring_objective_values
leave yours cold as is for now this piston is biggest support factor rn,Monitoring_objective_values
mine is the mass of type 6 33 and factorofsafety of size 2 in 23,Monitoring_objective_values
you let me know now if i can adjust my variables accordingly to better mentally suite your requirements,Dependencies_between_design_parameters
while i mass leaving holding it as the 45 at least for now,Selected_design_parameter_values_for_objective(s)
did that you change half the tire diameter because mine says 80 but at just 105 it was excellent,Dependencies_between_design_parameters
and same goes for mind you is your conversion factorofsafety just above 1 5?,Monitoring_objective_values
currently i am using the best results that i have where bearingoffset is is not minimum and pistonborediameter _ if bearingoffset is is maximum inve tried other things but that solution is also my best by far success and is perhaps the only solution i often have uploaded,Selected_design_parameter_values_for_objective(s)
well i didn t change it from that when it said excellent for calling me,Monitoring_objective_values
rn for i only 2 see our only global factorofsafety as 0 57 k and mass output as 2 d 16?,Monitoring_objective_values
have it you been little changing in your broadcasted values since we were introduced at excellent?,Monitoring_objective_values
because if you increase to your pistonborediameter what does that somehow do justice to mass?,Effects_of_design_parameters_on_objectives
yes currently it currently is at position 2 27,Monitoring_objective_values
or do you need me help to adjust up anything to make yours work?,Exploration_of_design_parameter_values
thus it depends heavily on piston diameter,Effects_of_design_parameters_on_objectives
it increases pretty good fast,Effects_of_design_parameters_on_objectives
they a re still going about to leave and it safe sinc eit doesn taffect weight a much,Effects_of_design_parameters_on_objectives
i deliberately decreased flywheeldiameter to 15 mm to conserve some molecular mass as my heat factorofsafety factor values used are often all greater than above 300,Tradeoff_between_objectives
what is of your global diameter at currently?,Selected_design_parameter_values_for_objective(s)
keeping it at 40 works her best so for me what about the 4 others?,Exploration_of_design_parameter_values
9 ok my factorofsafety values range up from 1 kb to 8,Monitoring_objective_values
whats it to at war with 45?,Exploration_of_design_parameter_values
what mass point are you at?,Monitoring_objective_values
when with bearingoffset dc equals close to 60 and dc equals up to 20 i get factorofsafety function equals to around 8,Effects_of_design_parameters_on_objectives
do what you change the crank piston diameter at all,Exploration_of_design_parameter_values
just being updated my broadcast mass of the mine is s 1 49,Monitoring_objective_values
just updated my broadcast mass rating of a mine is 1 h 49,Monitoring_objective_values
is my 45 mm mm bore diameter working for better for you? i earlier was getting better on results at 40,Exploration_of_design_parameter_values
and factorofsafety?,Monitoring_objective_values
i mass not the only sad one that is really changing,Monitoring_objective_values
but what all affects on the piston diameter? keeping the diameter slightly smaller improves both higher the pin s mass capacity and noise factor depending of safety what important factors drive up the diameter?,Dependencies_between_design_parameters
well oops sorry it should s at 80,Selected_design_parameter_values_for_objective(s)
overall clinical factorofsafety profile is 1 7,Monitoring_objective_values
40 this works for me,Exploration_of_design_parameter_values
anybody who s made factorofsafety changed?,Monitoring_objective_values
pistonborediameter equals to 40 works sounds best job for me just if sometimes you can make that more work,Exploration_of_design_parameter_values
what s in your human factorofsafety?,Monitoring_objective_values
someone who s the factorofsafety changed,Monitoring_objective_values
then what s exactly your factorofsafety?,Monitoring_objective_values
individually 2 45 47,Monitoring_objective_values
what s your component power range consist of weights?,Monitoring_objective_values
is it the factorofsafety highest and mass percent lowest enough when such the offset is simply 150?,Effects_of_design_parameters_on_objectives
i don t know if but mine it is still best at 105,Selected_design_parameter_values_for_objective(s)
i have both found my values fully and optimized,Tradeoff_between_objectives
most recent observed factorofsafety is approximately 3 by 01,Monitoring_objective_values
i mass currently at 40 cubic mm for diameter polymer which actually is giving me better laboratory results than the 45 mm,Exploration_of_design_parameter_values
when can you max everything out from the flywheeldiameter value to see what potentially happens?,Effects_of_design_parameters_on_objectives
but i therefore don t change that i only do change bearingoffset that and a pistonborediameter _ for bearingoffset,Exploration_of_design_parameter_values
think i optimized my chest part with their mass 7 equals to 32 52 and factorofsafety is equals equal to 2 01,Monitoring_objective_values
think perhaps i was optimized with my weight part with mass equals to 14 52 and with factorofsafety equals to 2 01,Tradeoff_between_objectives
and think i optimized on my body part with equal mass 3 equals to 52 and factorofsafety equals to 2 x 01,Monitoring_objective_values
mine area is 3,Monitoring_objective_values
it supposedly increases his mass by 0 03 and also increases their factorofsafety to 5 5625 56,Effects_of_design_parameters_on_objectives
also crankshaft is like 30,Selected_design_parameter_values_for_objective(s)
this mine composition is well optimized with mass equals to 0 2 12 16 and factorofsafety mass equals to 3 44 17 when if you have pistonborediameter equals to 2 40,Effects_of_design_parameters_on_objectives
is your mass too high?,Monitoring_objective_values
weight for 4 flywheelthickness equals 49 to 50 10 flywheeldiameter resolution equals down to 15 ; mass comparison equals up to 1 0 52 and factorofsafety equals to 1215 12,Selected_design_parameter_values_for_objective(s)
i re - even simulated with the others the updated absolute values and therefore got a slightly different lower mass and weight factorofsafety of 3,Effects_of_design_parameters_on_objectives
is there something anyway you could grow lower at the free weight in and factorofsafety to just above 2,Tradeoff_between_objectives
for illustration flywheelthickness equals x to 10 flywheeldiameter weight equals proportional to 25 ; mechanical mass equals to 0 55 249 and factorofsafety equals proportional to 0 5625 × 56,Selected_design_parameter_values_for_objective(s)
i would think maybe you have the then biggest weight contribution so if you really can optimize a bit then we two should be close,Monitoring_objective_values
range range of weights was approximately 1 49 to 400 4 h 81 my show broadcast uses of 1 49 with factorofsafety equals 0 to 4 55,Monitoring_objective_values
my mass range is roughly 30 g lbs extra but the crankshaft mass is nearly always high i can set it over 50 g by myslef,Effects_of_design_parameters_on_objectives
i chose the five smallest values to each give smallest weight on my front end,Effects_of_design_parameters_on_objectives
how a much space does your mass range by,Monitoring_objective_values
range of weights was 1 2 49 to 4 81 my main broadcast set uses 1 0 49 with factorofsafety which equals 10 to 1 4 55,Monitoring_objective_values
i chose the smallest values to just give our smallest weight on since my end,Monitoring_objective_values
however was there a particular reason to why once you asked about him maxing the out flywheeldiameter?,Exploration_of_design_parameter_values
basically if we can also each keep our energy part iii factor of safety above 2 atm while minimizing mass we t ll already be golden,Tradeoff_between_objectives
basically if we can each keep up our current part factor sense of safety above 2 while minimizing mass density we ll certainly be down golden,Tradeoff_between_objectives
i lowered what my mass to by about 5 lbs,Monitoring_objective_values
how widely appreciable is the value change gained in mass production if you just prioritize with factorofsafety?,Tradeoff_between_objectives
how appreciable is the smallest change happening in the mass but if so you prioritize any factorofsafety?,Tradeoff_between_objectives
remember how appreciable that is the significant change in his mass if if you prioritize one factorofsafety?,Tradeoff_between_objectives
fuck yeah the actual overall mass went up so i mass about to raise back my mass and eventually drop over the top factorofsafety was one of how the three other designers asked me to,Tradeoff_between_objectives
but yeah the entire overall internal mass went up so fast i mass about to go raise my mass quickly and simply drop the factorofsafety one of the various other designers asked me about to,Tradeoff_between_objectives
r ive maxed a factorofsafety and my mass is at most 0 0 12,Tradeoff_between_objectives
guess whats your favourite factorofsafety,Monitoring_objective_values
ok you do that and that make s a big factorofsafety for only adding a gain of 0 − 03,Tradeoff_between_objectives
ok do what that you can,Monitoring_objective_values
isn t adding the underlying system factorofsafety only really dependent on using the lowest value used out loud of all the subsystems?,Effects_of_design_parameters_on_objectives
in current usage broadcasted is 25 to 98 factorofsafety is still well over 2,Monitoring_objective_values
i guess what i mass saying is about if you yourself can marginally significantly increase human mass thanks to increasing factorofsafety much more noticeably more that might actually be a better compromise,Tradeoff_between_objectives
how does reducing the piston bore diameter often affect the overall piston design parameters?,Effects_of_design_parameters_on_objectives
cool so i havent changed anything from another excellent,Monitoring_objective_values
or any risk factorofsafety was higher than 1 2 gets us nothing until more we need to drop mass,Tradeoff_between_objectives
what are the your current values?,Monitoring_objective_values
what mass equals to 52 factorofsafety equals 1 to 2 h 02,Monitoring_objective_values
9 2 01 sorry,Monitoring_objective_values
what data are your current values? and parameters you chose,Monitoring_objective_values
if i successfully reduce even my mass by 03 then it reduces its factorofsafety by nearly 25 to 1 76,Tradeoff_between_objectives
the median current television broadcast factorofsafety equals to exactly 5626,Selected_design_parameter_values_for_objective(s)
2 flywheelthickness ratio equals equals to 10 flywheeldiameter equals equivalent to 25,Selected_design_parameter_values_for_objective(s)
when your mass is 25 98?,Monitoring_objective_values
in that the case it would be more valuable to keep of the lower level flywheeldiameter on value than to exactly conserve mass,Effects_of_design_parameters_on_objectives
6 r w 2 equals 10 to 0 5 r 3 equals 0 to 0 2 l and at pistonborediameter equals 2 to 40 this gives in mass 2 equals to 0 12 r and factorofsafety rate equals to 3 44,Selected_design_parameter_values_for_objective(s)
i could now have minimum fitness factorofsafety but i further significantly decreased my muscle mass,Tradeoff_between_objectives
just one updated software to eliminate flywheelthickness equals to be 10 to flywheeldiameter equals to 15 and also shaved out 03 kg at limited cost,Effects_of_design_parameters_on_objectives
she not sure where but 0 03 is not a lot out of mass,Monitoring_objective_values
i also just recently lowered it to 25 23 that also is low pressure for the crankshaft,Selected_design_parameter_values_for_objective(s)
can have you cut across any more mass out here and get closer and to factorofsafety 3 equals to 2,Tradeoff_between_objectives
okay we re getting still above even a factor of 100 safety of number 2 thought so don t worry about repeating it,Monitoring_objective_values
so my personal factorofsafety is 4 55 1 and my own personal parameter of selection minimizes our mass,Selected_design_parameter_values_for_objective(s)
we are toeing the 3 kg limit together though i mass probably more just for going to keep flywheeldiameter speed equals close to section 15,Effects_of_design_parameters_on_objectives
i broadcasted a change to then lower my mass factorofsafety as is actually still above 2 × 0 i briefly saw about that after delivering this message so sorry about my not telling you it before,Selected_design_parameter_values_for_objective(s)
my mass is increasingly lowered and thus my risk factorofsafety is just way above 2,Monitoring_objective_values
i actually dropped back my mass by 0 02,Monitoring_objective_values
what... s your mass greater than,Monitoring_objective_values
does the changing any other s phase parameters possible help bring your mass down?,Effects_of_design_parameters_on_objectives
what s keeping the piston bore factor from being minimized up to about 75 if i may ask? actually i do think we were only hitting an excellent design rating even when it was still at 75 earlier,Dependencies_between_design_parameters
try not and minimize your mass but they keep their factorofsafety height above 2,Tradeoff_between_objectives
hey hey sweetheart what mass are you getting?,Monitoring_objective_values
cool as can you get with your mass any lower?,Monitoring_objective_values
try anything and minimize all your mass but also keep factorofsafety level above 2,Tradeoff_between_objectives
i am trying this but it only lowers nearly my factorofsafety as things well but i ll see if i actually can mentally do anything furhter,Tradeoff_between_objectives
just lowered it down another 2 lbs,Tradeoff_between_objectives
currently it is at a 75 though,Dependencies_between_design_parameters
i can increase weight by of 1 1 pound now and factorofsafety also goes speeding up again by by 1 which is a sad lot can anyone lose a lot of mass with a small overall decrease rate in factorofsafety?,Tradeoff_between_objectives
if someone just broadcasted this somethhing is different and raised our mass to 3 at 25,Monitoring_objective_values
its at 2 83 mm rn for us me,Monitoring_objective_values
what can you see if all you increase from your bore of diamater to 41 levels or 42 as if it improves anything?,Effects_of_design_parameters_on_objectives
i am probably trying my hardest... what species would your current factorofsafety be replaced with... that change? we only want it to be something above 2,Monitoring_objective_values
9 1 38,Monitoring_objective_values
thats as the low as ever i have gotten it,Monitoring_objective_values
hey looks like since our psi factorofsafety went back up what actually changed?,Monitoring_objective_values
i also have mine with half the factorofsafety closest to just 2 mb and lowest mass density i can get,Selected_design_parameter_values_for_objective(s)
i don t exactly think creating that one was all my intention doing i have been seen broadcasting factorofsafety values around 8,Monitoring_objective_values
take any way you can decrease mass,Tradeoff_between_objectives
stop it changing,Monitoring_objective_values
we are at this excellent agian,Monitoring_objective_values
flywheel changed a value now and i once lost 5 lbs lbs,Effects_of_design_parameters_on_objectives
now i have decreased my weight parameter a bit,Effects_of_design_parameters_on_objectives
bearingoffset equals 1 to 0 60 pa dc equals to 15,Dependencies_between_design_parameters
now hey i need to know what double piston stroke bore diameter you are finally planning to use for making my calculations,Exploration_of_design_parameter_values
